1847
550	12	13179
19840	0	32348
1080	13	29870
17995	6	32531
22537	11	25076
10038	0	19001
12237	0	38574
6661	11	14652
3177	0	34170
6998	0	18093
2080	0	7321
1723	0	24423
10777	0	37076
299	0	12120
3435	0	35394
1443	0	15203
931	0	1285
13868	0	36542
3657	0	115
1957	11	12669
31907	0	13671
4824	0	18503
8809	6	20885
6998	0	35682
4715	0	40692
299	0	20286
15144	0	18680
16499	6	17925
9668	6	2500
11484	6	976
2295	0	5575
3078	0	18681
490	11	27412
1601	0	27648
5983	0	7430
3525	0	11552
2620	0	23723
5465	0	37299
16193	0	714
12	0	18820
454	11	39400
756	0	32296
2997	0	1968
2743	0	8765
34973	0	12978
8996	0	30351
15043	6	33687
442	11	39335
87	0	39852
9375	0	2511
3378	6	2504
17395	0	17021
19019	0	31607
312	0	16559
1055	0	36339
36594	11	3547
1380	13	10132
122	0	12863
7047	0	34061
33538	0	3198
16350	0	27477
7435	0	19061
31378	0	32507
4383	0	9792
21250	0	31916
166	0	11709
2485	0	15802
8626	0	28758
7635	0	34173
669	0	36455
71	0	7368
22419	6	31660
1018	0	2897
550	12	31528
3475	0	11848
6011	0	40153
12568	0	11350
1604	6	11494
14745	6	11679
9103	0	662
3021	0	29118
1080	12	16560
23943	0	23942
27469	6	5184
294	7	28437
908	0	32114
24665	0	18229
28803	11	33302
479	0	31782
3855	0	821
10777	0	5666
26657	0	10335
17765	6	23986
26002	9	24034
2503	0	23250
3024	0	10366
814	0	4329
15523	0	8472
2554	0	23764
814	0	13198
22526	0	6591
1004	11	25802
4647	6	28055
4545	6	11465
9454	0	30547
413	0	35101
3520	0	9827
6029	0	10298
351	7	40019
766	0	9107
2435	6	34828
1611	9	25812
7402	11	39236
13843	11	31775
17079	0	5317
965	0	30614
650	9	14850
15959	0	33542
26133	0	21196
575	0	13772
4879	0	29760
20479	0	587
14421	11	20755
1115	0	16921
5084	0	39617
2188	0	29652
10475	9	11547
756	0	37460
19741	0	33144
3046	0	33992
896	0	34837
14647	6	2567
6114	0	30349
6	0	2272
810	0	10924
87	0	26877
1708	0	35104
40171	0	199
4943	0	19872
2248	6	1825
15474	0	9006
485	0	7915
408	0	18754
183	6	20202
9318	0	14967
12911	6	28915
7424	11	10846
226	9	10692
1874	11	27045
3408	0	33010
6206	6	40455
2083	7	27011
2164	0	31909
23794	0	2463
294	7	14844
5556	11	5555
550	12	20638
473	0	16334
20028	0	24242
7769	0	20829
7047	0	11023
20757	9	11696
2078	9	5233
3159	7	6745
6867	6	10832
36146	6	40736
2688	0	17125
4959	6	4958
5908	6	14484
6348	11	18847
13234	6	20300
1184	0	27951
294	6	10334
456	0	14274
3381	11	35528
669	0	668
28610	6	15528
12551	0	9970
22254	0	34631
