1130
32396	3	37119
6336	3	10164
30829	3	31172
17214	3	13255
17901	3	18975
18601	3	5757
40319	5	11651
21258	3	3534
34949	3	15573
8448	3	622
19590	3	16848
15594	3	6468
22058	3	4277
17116	3	16103
5085	3	983
37087	3	36981
19323	3	9208
6621	3	256
9641	3	10130
6111	3	13329
12755	3	14900
7422	3	14446
20398	3	542
10772	3	31378
21462	3	8624
5153	3	12569
16209	3	15341
31476	5	15909
20607	3	20606
7463	3	22901
14500	3	14499
32397	3	20754
2753	3	2752
32368	3	36658
7009	3	35271
12999	3	30286
26308	3	33649
16014	3	5131
10415	3	8271
7131	3	7130
33763	3	38194
10941	3	8112
4736	3	24852
34976	3	31964
19412	3	10346
1574	3	14317
21300	3	18101
36453	3	35402
15134	3	22828
11291	3	7579
5243	3	16983
32831	3	21662
10562	3	39805
17335	3	3856
302	3	32158
22271	3	416
6480	3	5264
26714	3	29079
10553	3	22711
1099	3	15803
30618	3	22733
12513	3	12245
5795	3	5406
26228	3	26227
27118	3	8214
662	3	2018
34955	3	29064
5001	3	39890
2126	3	2125
30699	3	10916
34294	3	1085
3238	3	15669
742	3	5587
4600	3	10448
2045	3	15671
32739	3	13698
7872	3	3
22627	3	8406
9314	3	14435
22284	3	13001
17334	3	5469
14127	3	18634
17258	3	21227
3855	5	2175
27110	3	20237
18172	3	30948
25604	3	17737
9292	3	11090
11818	3	15425
9786	3	27592
6257	3	6256
22437	3	22436
10907	3	10906
32055	3	19989
7416	3	7577
11504	3	12898
5721	3	24959
21824	3	16265
542	3	20398
10364	3	7636
2025	3	22733
27631	3	29897
24328	5	6298
6021	3	8571
2145	3	19251
29556	3	11327
28710	3	21520
1704	3	10191
3911	3	20390
276	3	36921
22207	3	208
37192	3	28738
29402	3	16928
3211	3	21338
28529	3	4604
34224	3	21195
11502	3	2745
29071	3	22209
18022	3	19392
18962	3	16973
13837	3	4489
6193	3	1916
29894	3	14715
25617	3	20922
11608	3	27592
1974	3	28795
19901	3	3688
13391	3	2362
34684	3	3729
14470	3	5367
24239	3	457
21560	3	38372
19164	3	32631
27962	3	40586
9190	3	11384
6796	3	32644
19256	3	15982
2492	3	23089
17634	3	8960
28650	3	12017
7579	3	11291
840	3	28019
11542	3	17182
14821	3	14820
12213	3	12149
30115	3	5032
30803	3	29926
30543	3	14149
31592	3	1166
4700	3	7191
517	3	3036
16355	5	27634
11715	3	14581
32962	3	959
26749	3	4608
10364	3	12101
16326	3	17407
24959	3	31298
17650	3	31102
27044	3	637
17067	5	25905
33124	3	40538
13497	3	1837
30152	3	16725
22827	5	23016
10770	3	30185
23289	3	36229
9335	3	12018
35855	3	5739
10543	3	33322
1193	3	11703
8662	3	24301
2586	3	22049
14202	3	25168
32000	3	31187
20680	3	24858
29520	3	18104
8440	3	11068
11937	3	9206
12270	3	25362
35157	3	2415
1023	3	2171
16423	5	5947
36369	3	11195
1694	3	9517
15321	3	13648
1887	3	5431
25237	3	14979
20409	3	17154
21673	3	12383
39711	3	40712
1342	3	4792
6782	3	31963
15007	3	15006
349	3	4665
38173	3	7834
11604	3	36214
31551	3	5974
19120	3	10593
6761	3	13518
9269	3	14421
36246	3	15392
30372	3	22098
19021	3	23650
16586	3	30649
10286	3	13214
53	3	15837
3404	3	27313
8467	3	19391
13486	3	9206
32802	3	12949
30905	5	29436
27327	3	31890
19119	3	22483
19276	3	3521
34103	3	5198
7161	3	20426
5661	3	3096
4462	3	17072
828	3	27307
10979	3	13686
3155	3	12369
6974	3	6973
9007	3	3616
24146	3	25008
12157	3	9690
37104	3	19166
23371	3	26941
20204	3	29943
6378	3	16580
1187	3	2692
