42
21334	16	27997
117	16	709
1753	16	8476
31323	16	8624
6514	16	15022
38793	16	29071
16402	16	30790
24428	16	8246
21146	17	21145
19960	16	17580
36365	16	34260
167	16	24159
29472	16	5455
19711	16	21715
14091	16	36182
12431	16	26087
4496	16	4495
4834	16	34787
1128	16	32794
19581	16	19580
13569	16	272
23471	16	35944
9933	16	3855
8882	16	28949
3793	16	13931
6665	16	2801
40288	16	15
8942	17	31286
39653	16	30618
23381	16	23380
18227	16	13569
24528	16	11378
29547	16	3069
3768	16	7703
13298	16	28330
34735	16	5622
32649	16	11202
22369	16	21384
8036	16	7181
34437	16	22774
1320	17	18609
27543	16	16748
