1981
29076	8	10654
24653	1	15914
8057	8	3576
21116	1	6110
21040	1	56
33535	1	1850
12428	1	5208
37815	1	7557
7635	1	24038
27036	1	11657
27605	2	12311
16313	1	931
35645	4	221
25233	1	2056
18162	1	5619
30234	1	9909
36096	1	6624
15964	1	5515
39282	1	16119
19261	1	19260
32049	15	5185
26345	1	15625
14045	10	214
34777	8	14070
38739	2	4202
37114	8	19223
8665	2	8664
17337	1	1055
34480	2	14477
11564	1	5030
36153	1	9190
26531	1	77
19576	1	5876
21296	1	27102
37049	8	500
13034	1	11460
22441	1	17860
19262	1	13376
8921	1	15672
14556	1	1277
20466	1	5764
16617	1	7247
40263	1	27056
32738	1	21591
23182	1	4943
28104	1	22523
14292	2	32990
25355	2	4191
21213	15	1080
40226	2	29524
38153	1	723
31090	1	40493
40639	1	2743
38497	2	30471
16399	2	7647
29996	1	2106
3720	1	138
36497	8	30368
721	1	4625
19999	10	3159
22666	1	16044
25347	8	17473
23134	1	394
37790	1	1525
11671	1	7018
12138	4	1459
27498	2	27565
31804	10	214
25801	8	4695
4442	1	18763
35234	2	28505
18601	1	2547
16173	4	9101
10524	2	8983
9910	15	1080
22267	1	6784
30479	1	12697
22930	2	8527
2700	1	2699
17839	8	331
29830	1	408
35381	1	8720
16320	1	16319
39628	2	3664
29462	1	756
11989	4	22196
35742	1	8338
10455	2	5890
39836	1	11958
16135	2	19546
18855	4	435
20158	1	22030
18481	1	26036
20306	4	204
13928	2	3899
37970	2	3311
6722	1	965
40248	1	8680
4209	1	1492
14803	2	14802
26436	1	38
31308	1	23437
5164	1	5163
1530	1	1529
21538	1	29406
26071	1	26070
19303	1	17850
37552	1	433
35768	1	11161
29947	1	4403
12094	8	2829
28890	1	180
34406	2	13436
6636	1	10456
31889	10	2083
35322	1	856
25744	1	15914
23834	1	10603
2250	1	2249
26186	1	965
40489	1	30677
11722	1	17079
40349	1	2770
33495	1	26446
29868	1	15585
21700	1	10507
4717	1	18646
1925	2	4307
34622	1	4590
2321	1	19018
5730	1	12886
6116	8	7242
9175	2	7867
4268	1	2954
39467	1	180
5346	1	5182
27991	1	756
3038	8	20806
38585	2	3311
31363	8	4468
30096	1	485
16861	1	87
31929	15	11621
33032	1	9114
37806	1	1427
26615	1	21781
35627	1	3829
38774	1	35175
37476	2	6626
29329	10	233
8746	1	843
38475	1	2273
9353	1	31590
19350	1	23681
13940	1	965
40632	8	39801
22092	1	18826
12442	1	2817
21644	1	19760
1889	2	11851
31606	2	2798
14399	2	24862
31629	1	180
32675	2	4748
11513	8	37288
29416	1	105
28018	1	32330
24917	1	18044
37362	2	29648
25607	1	1265
20443	2	15120
1445	1	3520
20212	1	4676
21889	1	2631
40436	1	22011
32102	4	3134
12785	2	25804
18401	2	2705
32318	1	24191
7911	10	14256
22198	2	6136
19096	15	2829
25463	1	26355
15014	4	3881
11846	1	18710
33033	1	3244
30148	1	16566
36558	1	12079
5037	1	5592
23265	1	6203
29552	1	37670
11743	2	11742
40271	1	22426
21895	1	23649
16221	4	3134
4193	8	23676
7228	1	3984
4513	4	1884
30985	8	2614
14315	10	4067
17850	1	7187
24877	2	8983
33455	2	26097
7814	1	6259
24732	8	24731
12650	1	3610
4421	1	4489
31208	8	12025
5848	1	274
2609	8	2608
35799	1	3631
78	1	10587
31620	15	1080
15511	1	4134
9820	1	28622
27720	1	965
36382	10	214
27342	2	17434
19627	2	9984
35235	1	24774
35662	1	37058
36256	1	36018
19453	1	157
8529	1	26858
