5259
147	592	11738
3572	143	8632
12761	88	4179
3244	129	201
3244	129	11230
9085	1	11970
1963	203	6035
833	263	10624
4654	40	6310
4154	114	1917
586	266	7752
736	155	8733
920	114	5647
1180	438	6107
811	850	12322
5997	114	3181
1477	203	4206
1621	129	12084
1290	231	6739
36	18	7006
36	18	4767
36	18	4204
36	18	11194
36	18	8551
36	18	6579
36	18	3213
12381	114	7633
695	1	2098
6524	203	7766
5572	40	1813
7471	129	12559
6213	391	2125
2156	314	4281
798	663	9960
10076	148	2020
4537	98	6159
7082	660	943
403	91	3121
403	91	6206
403	91	10168
403	91	8289
403	91	6946
403	91	518
403	91	11831
403	91	8038
403	91	2839
403	91	7409
403	91	1115
403	91	12509
403	91	8995
403	91	2282
938	203	5114
13075	129	2784
2187	114	11377
214	756	10033
859	113	9699
859	113	11995
859	113	10540
715	297	4844
12886	155	4956
101	91	9105
101	91	10167
101	91	14270
101	91	13470
101	91	3470
101	91	2773
101	91	2570
101	91	14529
101	91	9077
101	91	14457
101	91	7362
101	91	8486
101	91	10738
101	91	5900
101	91	7719
101	91	4978
101	91	12778
101	91	6459
2706	88	10419
7335	106	4254
12717	934	4723
103	106	6741
1054	208	4098
1054	208	3726
6084	203	4945
1521	98	7228
3504	148	3528
2209	324	1337
375	113	6220
375	113	8512
375	113	9498
1278	342	14905
6279	137	3456
6344	98	9317
12397	1155	8256
3381	102	12075
5506	253	9286
8067	268	9999
13998	1074	12610
8704	1	1242
7161	560	3008
11653	114	9265
4086	203	2127
3839	114	10322
2241	199	4882
2241	199	7176
2241	199	12176
825	1	9955
1444	821	13059
7533	340	9788
2849	137	12767
635	102	11448
344	106	20
766	167	767
1104	494	7137
1818	301	3012
2068	40	8741
1905	167	6214
5900	40	5081
8341	329	1652
9280	252	187
9280	252	9804
9280	252	13173
11206	518	7343
11150	786	4154
6102	1	9437
8264	633	12929
2293	560	3963
7806	129	3247
7806	129	9499
2076	129	11401
3939	114	2210
412	155	7015
3905	179	168
1230	208	5464
1230	208	8542
1230	208	6339
7791	203	4205
4513	1	11750
10277	1	6931
