8637
3136	588	4357
6675	267	58
719	326	2241
5864	110	443
13576	55	138
76	230	1278
9368	42	2018
3956	1056	6313
7654	250	12726
5482	214	833
6557	427	1186
8298	147	1524
8267	56	138
5074	267	58
11821	62	12195
1642	279	5588
3913	442	9893
1533	73	214
8863	227	412
12466	42	6490
2345	368	2878
7394	168	2731
8768	172	9535
3587	355	4444
8436	71	3358
4641	84	635
14935	154	8176
7643	589	7844
3796	326	2241
13932	43	101
987	84	58
10505	328	7491
13561	42	4154
12550	403	264
14155	267	1410
12281	225	7594
9302	362	138
9437	73	214
6274	250	6279
7434	84	58
3087	192	380
4624	84	58
3598	212	4645
9817	43	101
10113	192	6062
12376	62	913
10369	84	58
2206	42	1650
4043	168	36
840	212	10405
6846	172	6845
3999	225	6278
11033	42	1270
4306	510	1846
4216	480	138
7590	224	1230
9627	322	4824
3768	43	403
3570	84	706
1047	42	11099
4957	84	1410
6883	177	138
3051	279	1797
8969	212	4875
8642	200	12211
1577	84	58
7690	56	138
4575	107	138
3865	566	8611
5455	43	403
11500	71	14218
5471	200	251
5226	214	833
7779	168	36
345	157	9368
6648	168	36
7137	84	3341
1715	227	6826
11587	630	138
9310	73	638
11327	43	101
7054	564	6810
7061	200	251
14648	278	3381
12134	192	3895
61	279	3569
1847	362	138
4954	510	12289
7055	212	12148
9173	211	138
9228	73	214
2969	224	1054
7115	418	6940
12307	217	12308
11007	43	101
6594	233	240
8602	43	101
12074	227	5273
5296	420	3282
12219	121	240
2132	168	36
5072	227	5192
7072	433	1818
619	42	8897
9445	798	17
10183	168	36
1704	322	1818
11036	42	7255
8049	296	240
1081	84	58
9939	258	138
9939	510	1846
2768	168	2731
9606	81	240
8406	84	58
6664	24	385
3477	110	715
4397	168	2731
4752	348	12443
12945	84	58
12997	432	1415
6558	103	375
1719	1285	5015
13684	963	13523
12140	177	138
6760	43	101
3011	240	240
643	84	635
448	476	8821
7754	227	8874
12455	168	36
8458	485	4702
12567	42	6972
1330	545	53
5632	127	474
8745	42	4184
260	250	3400
9054	73	638
12184	225	80
10731	257	983
3542	84	58
1837	212	1647
421	43	101
1501	134	1500
2465	715	1818
9744	227	6763
6847	84	58
11570	279	8766
3061	73	214
14558	414	1324
9804	389	9280
1952	615	251
5300	43	101
6265	17	35
4404	490	4990
3064	43	101
12104	657	10628
5606	507	4871
13279	296	240
7629	492	11294
6968	24	7602
11174	545	10361
12079	545	7211
6023	89	251
935	476	6490
7125	157	774
11832	84	58
498	121	240
9828	225	7883
10678	73	214
10293	56	138
1414	283	1794
2005	42	7892
12309	326	4166
11387	287	1818
57	415	4026
1561	200	251
4046	442	10414
2031	42	2028
7077	499	138
12659	121	240
13350	655	251
6743	42	5408
3868	84	58
11057	84	3116
6520	73	214
3082	733	9
541	478	1818
611	564	4172
10411	157	576
2029	73	214
1058	157	704
6579	71	4954
5207	89	251
8172	211	138
8351	157	7407
8318	43	403
13706	453	4069
1898	313	7108
6192	84	58
6568	71	62
6554	225	1698
11339	312	8560
11339	848	811
4123	313	6779
154	240	240
5586	84	58
11694	398	3560
3411	43	101
2427	362	138
9784	73	214
2634	172	8690
14759	326	2241
5082	250	4503
162	107	138
2853	62	6806
13571	121	240
1186	73	214
8686	42	11516
3963	73	214
7442	326	2379
176	589	1493
5867	227	39
8594	1096	14350
14187	42	397
9239	17	35
6109	207	2152
1720	84	278
2508	126	2123
12386	422	58
3305	212	8911
10587	43	403
415	497	5071
7816	362	138
4812	445	3123
4233	200	251
7883	43	101
10436	279	218
2804	43	101
13522	479	1043
7056	62	12757
14921	369	4946
10891	310	138
5713	349	3296
6071	42	7162
13884	567	1542
3691	168	36
5420	233	240
4753	84	706
4753	42	397
3979	42	5390
9688	55	138
13032	294	49
12666	485	6365
3533	43	101
11176	103	375
