44343
453	37	1347
8663	307	4522
2404	186	8386
722	37	806
1248	26	10937
9182	20	1043
706	28	14564
706	28	14004
213	9	9353
3078	11	5311
12519	8	174
147	60	307
9882	52	5066
4604	65	7702
8643	13	6245
698	20	111
6212	119	7839
5238	236	12184
10482	133	497
14768	23	635
3532	119	3796
9200	85	6904
7566	178	4564
2255	37	682
4530	191	4628
6996	205	2528
789	335	10742
789	335	5215
6202	202	223
2044	34	3751
13435	265	278
1941	16	975
1941	16	364
12482	39	10908
12028	20	635
12130	202	3280
1814	11	480
1814	11	14
12276	30	338
745	61	1752
745	54	647
745	54	7332
745	13	6412
5117	384	8
5482	119	657
6136	20	761
6557	382	9343
2624	293	2281
11879	30	1104
140	41	4876
4758	13	2398
2703	54	1873
2703	13	1843
3615	11	7214
7518	600	11042
3083	140	6093
1594	37	1086
4782	10	1944
4782	10	2071
955	52	743
955	7	10387
955	50	3615
6496	9	274
1298	209	1416
1091	169	745
3913	53	5543
3006	261	1614
1949	94	2272
658	28	4776
10632	146	188
794	35	8708
794	35	1185
794	35	19
794	35	8369
772	7	11102
7631	30	338
9407	184	804
9155	10	419
5529	37	5092
446	19	3671
660	128	5771
660	9	250
2118	16	1378
276	11	2895
3630	21	43
231	13	7838
818	26	2739
818	79	4787
1739	118	4333
5571	202	251
3216	9	793
12618	30	1429
612	11	10806
12297	92	10819
1801	431	3521
3855	58	6660
8837	20	635
8296	281	10124
8296	281	8457
9718	9	526
1836	333	223
1836	181	12832
2571	169	2570
11901	477	3814
361	7	7182
12239	10	8983
787	2	10122
787	2	7069
7378	119	2915
9674	255	1157
7349	9	8224
3431	7	707
10399	30	1302
11634	37	682
7838	9	3260
5969	3	7313
8436	30	202
6393	138	951
2946	47	1913
1485	38	11846
2101	228	959
4229	3	5531
4641	67	3128
2272	39	7346
2272	165	9332
149	61	3584
3565	37	6020
3565	37	556
11730	138	17
3796	34	3882
1205	13	1204
1616	11	4849
1032	241	2754
7457	21	251
4820	39	5105
2314	393	4198
2796	37	740
2796	13	4133
9754	20	1929
1113	65	6876
7734	136	30
7734	136	333
1378	27	5014
1378	27	2970
932	11	10727
5609	3	5857
13000	26	5573
1884	53	1913
11649	138	3872
736	61	10606
736	22	3617
247	124	4526
6387	173	5856
5276	10	429
318	173	842
3315	80	5147
82	26	3422
82	26	45
2584	37	556
2584	67	211
11318	461	251
934	50	3060
7469	165	7726
12900	132	3239
1859	181	13805
1111	3	4645
3296	330	2186
3392	165	4736
8179	382	3207
4970	3	6851
2777	46	1073
5269	508	4236
3150	269	653
2487	46	69
2151	41	328
653	69	1503
381	317	635
381	3	3560
851	22	3258
3854	6	1069
3854	105	3828
6072	9	9582
2188	37	1944
780	80	7405
7845	189	1137
488	9	8739
740	79	6303
8911	3	9338
7120	38	4078
7120	38	11407
6843	13	596
338	32	5260
4851	30	6139
564	146	902
13827	105	13401
6894	37	1678
8013	11	7908
1156	181	1883
4170	44	1271
2595	7	1695
2446	3	9142
11240	105	8160
3646	20	1785
1892	27	1580
1849	30	68
2061	2	3357
5532	46	225
5532	20	1034
2813	128	6538
6278	53	3701
6103	37	2299
1621	501	4798
5916	146	902
7131	202	10204
1013	383	988
6774	25	10361
2861	49	5733
2861	49	5641
5330	61	8863
6394	10	628
7590	44	129
11505	136	814
8576	22	5566
3189	10	1616
2916	105	10036
3108	35	1447
3108	35	11574
5522	79	7145
4232	26	4637
10734	22	831
972	11	8439
972	11	2786
972	11	2988
972	72	8187
5315	395	4425
769	13	5133
2343	67	2053
8879	77	6770
1017	117	8128
5214	165	4736
5214	164	1392
5214	30	230
10657	138	17
77	2	209
14211	8	10
10683	7	8282
8989	22	312
4755	10	806
12844	13	5258
5849	138	174
10956	344	9907
12841	202	223
5967	30	241
5967	9	8704
273	11	9317
273	16	6996
273	72	3144
9653	202	999
1358	124	1583
2654	59	988
4171	94	6721
1283	32	8905
2028	28	154
11379	30	230
1287	46	1073
1287	10	972
5541	3	467
9323	22	897
323	11	4922
5124	9	5643
1885	23	49
1271	35	4611
1271	35	6102
1047	13	2520
8289	165	3182
8289	119	4933
11322	9	6214
